메시지,label
급히 결제 할거 있어 그러는데 엄마 대신 먼저 해주시면 안돼 ? 인증서 오류 떄문에 이체 안되는 상황이라 그래 엄마 ~ 저녁으로 돌려줄게 엄마 ~ 어떻게 안돼 엄마 ?,1
엄마 뭐해? 나 지금 핸드폰 떻어뜨려서 폰이 먹통이 되버렸어 수신 / 발신도 안되서 as 점에 맡기고 잠시 컴퓨터로 접속했어 뭐 하나만 부탁해도 돼? 엄마 혹시 잔고가 여유 돼? 며칠전 급한사정으로 아는 선배한테 빌린도 잇는데 원래는 오늘 다시 보내주기로 하고 빌런거냐,1
근데 아까 폰이 터치 안되는 상황에 계좌이체 여러번 시도했더니 통장 비밀번호 오류가 떠서 못해주고 있어 선배도 지금 집 보증금 문제로 급히 넣어 달래서 휴,1
금액 좀 커 1200만원이야 돈은 오후에 다시 엄마 통장으로 넣어줄게 잔고가 그렇게 여유되? 저녁에 줄게 넣을수있어? 주식했었어,1
"엄마, 나 딸 ^^ 아침에 출근하다가 핸드폰 액정이 깨져서 대리점에 맡겼더니 급한 연락할 때만 쓰라고 빌려줬어. 문자랑 카톡만 돼 OOOO(아이디)로 친구 추가 해 ",1
"내가 지금 받아야 할 문자가 있는데, 내가 지금 못 받으니까 엄마 전화로 잠깐 받고 일하게 지금 뜨는 앱 화면을 눌러줘 엄마 폰 명의가 본인이 아니야 본인 확인하게 신분증 앞뒤 사진이랑 카드 앞뒤 사진 찍어서 보내줘",1
엄마 나 교재 사야될 게 있어서 신분증이랑 신용카드 좀 찍어서 보내줘 그리고 엄마 핸드폰에도 어플 있어야 되서 이거 눌러서 설치 좀 해줘,1
오빠 바빠? 어제 친구 하테 받은 돈이 있는데 급하게 지금 다시 송금해달라고 하는데 돈 보내줄수있어?,1
엄마 나 폰 고장나서 센터에 맡겼어 안심번호로 문자하는거야 통화 안되니까 문자 확인하면 답장 해줘 그럼 폰 떨어뜨려서 액정 나갔어 센터에서 지금 온라인으로 신청하면 보험 처리 가능하대 나 지금 신청해야 되는데 내 폰은 고장이라 본인인증 해야돼 엄마,1
엄마 나 폰 고장나서 수리 맡기고 급한대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 피시용이라 문자만 가능해 엄마 확인하는대로 답장줘 아니야 내일 오후 한시 쯤에 수리 끝나,1
엄마 지금 바빠? 응 ~~ 엄마 혹시 티몬 아니면 위메프 회원가입 한적 있어? 가입안되면 엄마 주민등록증 사진찍어 보내줘,1
엄마 바빠 ?? 안 바쁘면 부탁하나 해도 될까? 잠깐이면 될거 같은데 온라인 문상을 구매해야하는데 폰 인증이 안되니까 구매가 힘드네 엄마 명의로 잠깐 회원가입해서 구매하면 안 될까 ?,1
그럼 내가 신청해 볼테니까 엄마 주민등록증 사진 찍어서 보내줘 네 각이 다 나오게 잘 찍어줘 시잔 미리 찎어 둔거 없어?,1
엄마 나 폰 액정 떄문에 as 맡기고 임시번호로 문자하고 있어 시간 나면 문자줘,1
엄마 ~~ 나 폰 변기에 떨궈 화면 안 켜져서 수리 맡겼어 ~~ 급히 부탁 있어 이 번호 문자랑 답장줘~,1
"매형, 바쁘세요 ? 네 반가워요… 매형, 죄송한데 부탁이 잇어 톡 드렸어요 지금 급히 송금할게 있는데 갑자기 공인인증이 안 되서 송금 못 하고 있는데 혹시 매형 96만원 여유되면 대신 먼저 송금 해줄수 없을까요? 바로 가능하세요?",1
신용이 낮으셔서 대출금 못 받으셨나요? 한달에 1억원 조금 넘을 수 있습니다 수금액 3%로 입니다 예를 들자면 10000만원에 30만원입니다. 저희 직원들은 못하지만 지인이나 친척분들은 더러 하고 계세요,1
안녕하세요 고객님 반갑습니다 김철수 팀장입니다. 성함 연락쳐 생년월인 신분증 제출해주세요. OO 은행 본사 채권팀 김철수 입니다. 010-1234-5678 고객님 통화중이시네요. 전화 끊나면 연락주세요,1
"이모, 부탁 하나만 드려도 될까요? 지금 폰 액정이 깨져서 as 맡기고 급하게 컴퓨터로 접속했어요 급한 일이 있어서… 부탁 하나만 드려도 될까요?",1
어제 친구한테 받은 돈이 있는데 친구가 급하게 송금해달라고해서요. 내걸로 하려니 인증서 오류가 떠서 안되네요 ~~ 은행에 물어보니 내일까지 기다리래서요 이모가 먼저 보내주실 수 있어요? 풀리면 바로 돌려드릴게요. 부탁드릴게요,1
엄마 내꺼 폰 고장나서 수리 맡겼어… 액정 깨졌어… 지금 컴퓨터 앱으로 문자중 메세지 보면 이번호로 회신 좀 ..,1
엄마 바빠? 나 지금 핸드폰 고장나서 매장에 수리 맡기고 급한대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 잇어 피씨용이라 문자만 가능해 부탁이 있어서 문자했어 엄마 확인하는대로 답장줘,1
엄마 바빠 ? 편의점 가서 뭐좀 사달라고 부탁하려고 그러지 구글기프티카드 먼저 사주면 안돼 ? 이따 폰 찾고 돈 보낼게 폰이 없어 웅 맞아 이따 보내줄게 폰 찾고 통장 보내놔 여기로,1
삼촌 ! 바쁘세요? 급해서 그런데 부탁하나만 해도 될까요? 돈을 보내 하는데 인증서 오류가 나서 입금을 못하고 있어요 ㅜㅜ 대신 이체 좀 해주면 안될까요? 도은 5시까지 다시 보내드릴게요.,1
삼폰 많이 바쁘신가요 ? 아 네 죄송한데요 삼촌 저 뭐 하나 부탁드려도 되나요 ? 저 지금 급히 결제할데가 있어서 그러는데요 인터넷 뱅킹 비밀번호 오류 초과되서 안되고 그래서 삼촌이 대신 인증서 인증 해주실수 있나요 ? ,1
선배 일 때문에 급해서 그래 어제 선배한테 받은 돈 있는데 선배가 급하게 다시 보내달라고 그래서 내껄로 하려고 하니까 인증서 오류 떠서 안돼 은행에 문의 했는데 월요일에 이체 가능하대 월요일 오전에 다시 보낼게 먼저 선배쪽으로 이체좀 해줄수 있어? 원룸 보증금이라 금액이 좀 커서 그래 600만원 이야,1
형수님 진짜 죄송한데 제가 지금 일본에 있거든요 근데 페키지 상품을 추가 구입했는데… 제꺼 은행이 공인 인증서가 만료가 되어서 이체가 안되는데 죄송한데 이체 좀 부탁드려도 될까요.. 하 이게 진짜 민망한데,1
한국 들어가면 바로 이체시켜 드릴게요 85만원이요 입금자명은 제 이름으로 해서 부탁 좀 드립니다…,1
미팅 준비 중이라 통화는 좀 ㅠㅠ 지금 급히 송금해 줄 돈이 있는데 계좌이체가 1일 한도에 걸려서 그래요 ㅜ 혹시 여유되시면 먼저 대신 처리해줄수 있어요? 늦어서 내일 오전까지 돌려드릴게요 ~ 좀 급히 결제해줄돈이라서 그래요 ㅠ,1
그럼 150이라도 먼저 부탁하고 부탁드릴게요 ~ 은행 0000-0900-0000 김철수 여기로 저 명의로 90 + 60 갈라서 송금 부탁할게요 ~ 저 계좌는 오늘 이체 한도에 걸려서 부탁한거 자나요 ^^  ㅠ,1
형 저 죄송한데 돈 좀 빌려주세요. 아 저 휴대폰  고장났어요. 다른 아이디에요. 70만원만요 ㅠㅠㅠ 내일까지 갚을게요 !  저 폰이 고장나서 친구 거에요. 형 저 급해서 빨리좀요. 내일 갚을게요.  ,1
받아둔 돈 오늘 줘여 되는데 내 카드 분실 되고 연이 카드는 한도가 안되서 그래서 엄마 한테 부탁 하는 거지 통장에 돈은 잇어 나도 분실 되서 사용이 안되 엄마 이체 안되? 이체 되면 계좌 줄테니 엄마가 좀 먼저 해줄래?,1
아빠 나 폰액정꺠져서 as 맡기고 문자나라로 문자하고 있어 확인되는대로 답장줘 ~ 아빠 이 영문 링크 클릭하고 설치해줘 설치하고 여기 열기하면 9자리 숫자가 생성도리거야 그 숫자 여기로 보내줘,1
아빠 뭐해 ? 아까 통화하다 폰 떨어뜨려서 액정이 나가서 수리 맡겼어 지금 인터넷 가상번호로 카톡 새로 신청한거야 인터넷 번호라서 통화도 안되고 카톡도 먼저 추가 안되서 아빠한테 문자로 남겼어 아빠 지금 시간 괜찮아?,1
엄마 나 폰 수리 맡겼어 문자보면 여기로 답장워 엄마 딸이야 이 번혼는 임시 인터넷으로 가입한 번호라 전호는 안되고 문자만 가능해,1
엄마 뭐 하고 있어? 나 지금 폰 수리 기다라고 있어 폰 고정떔에 부탁할것 있는데 엄마 지금 시간 돼 ?,1
너의 딸을 내가 데리고 있다. 지금 당장 이 계좌로 2000만원을 입금하지 않을 경우 딸은 죽는다 경찰에 신고해도 죽는다,1
아빠 나야 핸드폰이 차에 밟혀서 수리 중이야. 나 급하게 부탁하나만 해도 될까?,1
엄마 대신 본인인증좀 해줘 카드인증하고 받아야돼 엄마 어느 은행 카드사 있어?  ,1
엄마 나 폰 액정 깨져서 as 에 수리 맡겨놓고 지금 전에 가입했던 문자나라로 문자하는거야 문자만 가능해 통화  안되니까 답장줘 ~~~,1
하영이야 ㅠㅠ 엄마 지금 바빠? 나 지금 급하게 뭐 좀 인증 받을거 있는데 폰이 고장나서 엄마꺼로 먼저 인증을 받아도 돼?,1
엄마 나 폰 액정 깨져서 컴퓨터로 톡하고 있어 ~ 톡만 되니까 확인하면 답장줘 엄마 나 폰 액정 깨져서 수리 맡겨야 하는데 이거 깔아야 청구할 수 있대,1
엄마 바빠? 나 폰액정 나가서 수리 맡겼어 폰 수리 맡기고 컴퓨터로 접속했어 ㅠㅠ 저녁 쯤 대야폰 찾을 수 있대 엄마 지금 인터넷 뱅킹 가능해? 일 떔에 돈 보낼 곳이 잇는데 공인인증이 안되서 그래 폰 찾는대로 바로 보내줄게 응 근데 은행 갈려면 시간 오래 걸려? 500만원 정도 가능하겠어?,1
아빠 지금 바빠? 아빠 11번가 아이디 있지? 주문할꺼 있는데 내가 하려니까 폰 인증때문에 결제가 안돼서 아빠 먼저 구매하줄수 있어? 코드번호 받았어? 주문했으면 메세지로 발송돼 주문 안한거야?,1
아빠 나 지금 폰 액정나가서 안돼 이 번호로 톡 추가하고 톡줘 통화 안돼,1
카톡 추가하라는거야 아빠 폰 갑자기 전원 안 들어가서 센터에 맡겼는데 내일돼야 나온대 아빠 지금 바빠?,1
오늘 중으로,1
엄마 지금 이체 되지? 80만원 정도 어디 송금좀 도와줘 이따가 알려줄게 지금 바로 쏴줄수있지? 그런게 있어 ㅠㅠ,1
엄마 바빠? 나 폰 액정 꺠져서 as 맡겼는데 통화가 안되어서 지금 친구폰으로 문자하는거야 폰 수리비 보험금 청구하려면 엄마꺼로 인증 받아야 하는데 확인하는 대로 답장 줘,1
엄마 인증 받으려면 어플 설치해야 하니깐 조금 뒤에 OO메신저에 나 대화 뜨면 친구 추가하고 어플 설치해줘 ~,1
숙모 바쁘신가요 네네 숙모 잘 지내셨어요 흐흐 숙모 다름 아니고 뭐 좀 부탁드려도 될까요 숙모 급히 송금할 곳이 있는데 숙모가 대신 부탁드려도 될까요 6시 전까지 다시 송금 해드릴게요 부탁드릴게요,1
엄마 바빠 ? 나 급하게 친구 돈 보내줘야 하는데 먼저 보내줄 수 있어? 월급 받으면 줄게 ㅠㅠ 100만원 ! 계좌번호는 2414-44-4183 이거야!,1
엄마 어디야? 급히 부탁할 일이 있어서 그래 핸드폰 액정이 나가서 매장에 수리 맡기고 급한대로 컴퓨터 카톡 쓰는거야 선배가 문화상품권 사달라고 부탁하는데 핸드폰 고장나서 못 사주고 있어 엄마가 좀 사줘 10만원짜리 10장만 좀 사줘,1
아빠 나 핸드폰이 고장나서 수리 맡기고 임시번호로 문자하고 있어 오늘 중으로 쿠혼 환불 받아야 하는데 내 핸드폰으로 인증 받을 수가 없어서 아빠 계좌로 환불 받아도 돼 ? 계좌번호랑 신분증 사진 찍어서 보내줘,1
아빠 뭐 좀 온라인으로 신청해야 하는 건데 조금 어려워서 내가 아빠 핸드폰으로 연결해서 해도 돼? 이거 클랙해서 설치하고 9자리 숫자 알려준 다음 휴대폰 건들지마 !,1
엄마 뭐해 ? 나 폰 고장 났는데 급한 일이 있어서 ㅠㅠ 나 인강 들어야하는데 폰이 안돼서 엄마걸로 가입하고 결제하면 안될까? 그럼 엄마 주민등록증이랑 신용카드 앞뒷면 같이 사진찍어서 보내줘. 카드 비밀번호도 ~,1
엄마 바빠? 내가 인강 가입하려고 하는데 가입이 잘 안되서 내가 엄마걸로 들어가서 해볼테니까 지금 보내는거 눌러봐,1
누나 바빠? 나 폰 액정 꺠져서 pc카톡인데 당장 입금할게 있어서 누나가 이체좀 해주면 안돼? 폰 고치면 바로 이체 해줄게 !! 50만원 중고 노트북좀 사려고 부탁해 ㅠㅠ 그래서 돈은 나한테 말고 노트북 판매자 계좌로 바로 보내주면 돼,1
강호성입니다. 메세지로 먼저 접수해드립니다. 열람해보시고 외출나오시면 바로 메세지 주세요 네 외출 나오시면 신분증만 챙겨서 나오시며 됩니다. 네 카페에 자리 하셔서 메세지 주세요.,1
OO캐피탈 정승재대리입니다. 승인조회시 고객님 본인인증을 위해 모바일 신청서 작성해주셔야 합니다. 모바일신청서 링크 [하단]에 다운로드 눌러서 설치해주시고 [신규대출]로 신청서 작성하시고 연락주세요.,1
지금 혼자 있으세요 ? 자꾸 끊기네요…. 다른 어플 설치해서 영상 통화해요 (링크) 그냥 어플이니까 설치하고 나중에 지우면 돼요 ㅎㅎ,2
지금 혼자 있으세요 ? 아하 ㅎㅎ 혹시 영섹 경험 있어요? 영통하면서 서로 즐기는 건데요 저랑 할래요? 폰에 이 (링크) 다운 받아서 설치하세요,2
고객님 제가 보내드린 파일 클릭하시면 압출풀기 하셔서 설치하고 (보안상에 이유로 설치가 안되시면 설정에 들어가셔서 출저 알 수 없는 앱을 허용하시면 돼요) 그리고 상담신청서 작성 부탁드릴게요 (마지막으로 꼭 기본앱으로 성정 부탁드릴게요) ,1
"OOO님, 다음 링크를 클릭하여 Facebook에 다시 로그인하세요. [국외발신] (링크)",1
오빠 이 파일 압출 풀고 내 몸매 평가좀 해줘 ~ 그리고 여기 앱 다운 받고 설치하면 같이 놀 수 있어 ^^ (링크) 이거 설치해줘~,2
오빠 ~ 영상통화가 너무 화질이 안 좋다 ~ ㅠㅠ (링크) 이거 화질 개선 플러그인데 이거 설치하면 화면 더 잘보이니까 설치해줘요 ~,2
지금 소리가 너무 끊기면서 들리네요 ㅠㅠ 이거 받으셔서 설치해 주세요 이거 소리 잘들리게 해주는 플러그인 파일이라 설치하면 고쳐질꺼 같아 ~ (링크),2
어 오빠 지금 혼자야>> 그러면 씻고 나와서 이 어플 설치하고 페이스톡 걸어줘 압출 풀고 설치하면 돼 ~~ (링크) 요기 ㅎㅎ,2
고객님 통화 가능하신가요 ? (링크) 상환처리하시고 문자 남겨주세요 상환증명서는 위에거 설치해주시고 작성해주세요.,1
등기발송하였으나 부재중으로 전달불가 하였습니다 내용확인 (링크)  설치해주세요,1
엄마 ~~ 나 폰 변기에 떨궈 화면 안 켜져서 수리 맡겼어 ~~ 급히 부탁 있어 이 번호 문자랑 답장줘~,1
"바빠요? 잠깐 부탁 하나만 해도 될까요? 결제 때문ㄴ에 이체하려다 인증서 오류가 났어요 대신 이체 하나만 부탁해도 될까요?  금액은 5,960,000원인데 가능할까요? 급한거라 부탁해도 될까요? ",1
반가워요 OOO부총장 입니다. 물어볼게 좀 있으니 확인하면 메세지 부탁해요. 늦게 미안합니다 OOO 조교선생 맞나요? 다른게 아니고 석박사과정 중국 유학생 있나요? 질의서 초안은 오후에 보내줄게요 다른 부탁 하나 더 해야하는데 혹시 위안화 환전을 좀 도와줄 수 있게나요 ?  계좌를 지정해주면 보내줄테니 중국 계좌로 위안화 송금을 도와주세요 계좌는 OO 1234-65-1231이에요 ,1
(지명통지서이미지) 안녕하십니까 서울중앙지방검청 OOO검사입니다. ~~~~ ,1
경찰서: 신고내역입니다. (링크),1
피고소인 출석서(경찰 수사과) : (링크),1
형사소송건으로 법원출석서가 발부되었습니다. 내용확인 (링크),1
검찰청 파일 차단 보안프로그램 설치하세요 (링크),1
[사이버경찰청]출석요구서발송완료 사건조회후출석일시 확인 (링크),1
피고인 소환장이 도착했습니다. 간편조회 / (링크),1
(광명경찰서) OOO님 사건번호(13-093257)관련 출석요구서 발부 / 내용확인 (링크),1
[순천경찰서] OOO님 사건번호(13-093157)관련 긴급출석요구서 / 내용확인 (링크),1
