메시지,label
선배 저희 요번에 학회까지 어떻게 갈까요? 버스는 좀 오래 걸리니까 기차타고 가죠? 밥은 제가 인스타 감성으로 예약하겠습돠,0
우리 취업 어떻게 하냐 솔직히 중소는 가기 싫고 중견도 1차 탈락인데 아 인생 살기 힘들다,0
엄마 오늘 늦게와? 엄마 나 오늘 아빠랑 저녁 사먹을려고 엄마 일찍오면 같이 먹으면 좋은데 근데 왜 전화를 안받아?,0
엄마 오늘 나 시험 100점 맞았어 와 반에서 2명 100점 맞았는데 그 중 하나가 나야 와 기분 좋다,0
아빠 나 요번 중간고사 시험 잘 봤어 그럼 당연하지 그래서 나 용돈 줄꺼야 얼마 오케 아빠 사랑해,0
형 오늘 엄마 아빠 할머니네 집에서 자고 온다던데 저녁 우리끼리 해결하래 어떻게 나가서? 아님 배달,0
엄마 나 오늘 늦어 친구들끼리 술 마시고 들어갈 거 같애 알겠어 걱정하지 말고 자,0
선생님 저 영준이에요 스승의 날이라서 오래만에 연락 드려요 잘 계시죠 언제 한 번 선생님 뵈러 학교 갈게요 ,0
누나 나 오늘 친구들하고 캠핑 가려고 하는데 조금 자금사정이 부족하네 내가 요번 달 월급 나오면 만원 더 얹어서 줄게 나 10만원만 빌려줘 ,0
와 캐나다 진짜 물가 비싸네 그리고 팁도 장난아니야 캐나다에 비해 우리나라는 물가 좋은편이었다 ㅋㅋ ,0
해외여행 가고 싶다 일본으로 와 일본 엔화 많이 싸졌네 와 이때 사야되는데 부럽다,0
오늘 먹은 거 얼마 나왔지 17000원 오케 내가 계좌로 보내줄게 잠만 너 카뱅으로 보내줘도 되지? 아 그래 그럼 계좌번호 좀 줘,0
엄마 나 지금 병원이야 아 축구하다가 다쳤어 미안한데 여기로 와줘 여기 수납도 해야하고 그래서 알겠지 이거 보면 전화줘,0
하 배고프다 우리 홍콩반점 갈래? ㄱㄱ 가자 아 근데 나 지금 지갑이 없어서 내가 계좌로 보내줄게 괜찮지?,0
삼촌 저 대표에요 뭘 설날이라고 이렇게 돈을 보내주셨어요 아 제가 드려야 하는데 감사합니다 잘 쓰겠습니다 새해 복 많이 받으세요,0
오늘 에버랜드 왔는데 사람 존나 많아 와 진짜 그리고 놀이기구 타려면 줄 존나 기다려야 돼 와 그리고 자유이용권 왜 이렇게 비싸,0
너 뭐하고 지내냐 난 그냥 집에 있는데 알바나 알아보려고 집에 있으면 하루종일 누워서 핸드폰만 봄 아 아무것도 안하고 돈 벌었으면 좋겠다,0
다음주에 입대하는데 하 진짜 가기 싫다 요즘에도 막 구타 이런 건 없겠지 나는 구타 당하면 바로 dp처럼 총기난사 할듯,0
넷플릭스 요즘 볼 거 없냐? 하 방학인데 뭔가 넷플릭스 추천좀 해줘 그리고 이제 계정공유 안된다던데 불법으로 봐야하나,0
엄마 다음 주 내 생일인데 나 뭐 해줄 거야? 솔직히 돈이 좋긴 하지 기대하고 있을게 최소한 10만원 이상으로 줄 거라 믿어 엄마^^,0
코로나 시기가 끝나서 마스크 안쓰니까 살 것 같다 독서실 같은 데에서 마스크 쓰고 공부하는 거 존나 힘들었는데 그치??,0
엄마 오늘 아빠 늦게 오신대 회식이라고 하던데 나도 그냥 저녁 나가서 사먹어도 돼 나 돈좀 줘 엄마 나 돈이 없어,0
아빠 어제 내가 아빠 술 마셔서 내가 대리운전 해줬잖아 돈 얼마 줄거야 10만원 줘 ,0
야 챗gpt 사용해봤어 와 존나 똑똑해 근데 한편으로 뭔가 존나 무섭다 얘가 더 발전해서 우리 일자리 다 뺏기고 백수 되는거 아녀?,0
진격의 거인은 내 인생 애니이다 완결까지의 스토리가 대박임 너 꼭 봐라 진격의 거인이 제일 재밌음 애니 중에서,0
웹툰 화산귀환 봄? 존나 재밌음 그거 소설로도 나왔다던데 하 근데 난 책 읽는 거 싫어해서 그냥 웹툰 나오는 걸로 봐야겠다 ,0
엄마 오늘 밥 뭐야? 불고기 오 맛있지 그래 엄마 이렇게 수고하니까 내가 엄마 용돈 좀 줘야겠다 5만원 바로 입금시켜줄게,0
혹시 저녁에 시간 돼? 우리 영화 보러 갈까? 아바타 그렇게 재밌다던데 우리 보러 가자? 어때? 영화보고 저녁 먹자,0
요즘 틱톡이 전 세계적으로 유명한가봐 인스타 안하고 틱톡 한대 10대들이 가장 많이 쓴다고 하던데 하긴 10대들이 좋아할 감성이지,0
나는 오징어 게임이 그렇게 재밌는지 모르겠던데 해외 유명 유튜버들이 모여서 게임하고 그런데 프랑스는 박물관까지 있던데 와 세계적으로 열풍이네 ,0
엄마 맥북 새로 나왔는데 어때? 나 이거 사려고 하는데 요번에 성능도 좋아서 주가도 올랐대 요번에 이거 구매하려고 ,0
애플 주가가 계속 오르고 있네 엄마 좀 주식 좀 사 진짜 외국 대기업 주식은 장기투자하면 가능성 있어 요번에 내 생일 주식 사줘 아니다 그냥 돈으로 줘 내가 투자하게,0
와 아빠가 좋아하는 톰 크루즈 방한한다던데 외국인들이 k-pop 때문인가 우호적인 거 같애,0
엄마 내가 유튜브를 봤는데 AI가 사람 표정을 흉내내고 기분 나쁜 말을 하면 인상을 쓰고 그런 걸 보니까 무섭더라 어때 내가 보내준 영상 봤어?,0
아빠 김민재 뮌헨으로 이적 확정이라던데 봤어? 와 뮌헨은 뭐 분데스리가에 1황이니까 무조건 우승하겠지 챔피언스리그에서 우승하면 대박 ㅇㅈ?,0
엄마 나 공인중개사 시험 합격했어 진짜 알바하고 공부하느라 힘들었어 진짜 합격 보자마자 눈물 날뻔 했어 어 오늘 거하게 외식하자 돈은 안줘도 돼,0
삼촌 요번 방학 때 삼촌네 집에 놀러갈려구요 뭐 혹시 필요한 거 있으세요 네 알겠어요 아 돈은 안 주셔도 되요 ,0
야 담임 기억하냐 진짜 보고 싶지 않다 막대기로 머리 때리는 거 존나 기분 개 나쁘잖아 난 걔 보고 싶지 않다,0
엄마 오늘 너무 덥다 지구온난화 진짜 심각해 막 녹아버릴 것 같애 내가 노인일 때 지구 멸망하는 거 아니야?,0
야 나 수강신청 망했어 어떻하냐 진짜 휴학하고 싶다 교수님한테 메시지 넣어볼까?,0
난 요즘 바다보다 산이 좋더라 뭔가 풀 냄세 나무 냄세 맡으면 기분이 좋아져 나이 드신 분들이 산을 좋아한다던데 나 나이 먹나,0
고등학생들 3시에 끝나더라 나때는 4시에 끝났는데 이거 맞냐? ,0
도서관에 있는데 중학생 애들 공부는 안하면서 존나 떠들어 아 진짜 뺨때기 마렵네,0
중국은 과연 미국을 넘을 수 있을까? 어떻게 생각하냐 준영아 그치 미국을 넘을 수는 없겠지 중국은 너무 저질스러워,0
일본 후쿠시마 오염수 방수한다던데 어떻게 생각하냐 민준아 야 그러면 회 못먹지 않냐,0
엄마 요즘 밥 사먹는 것도 기본 8천원 9천원 이더라 너무 비싸다 나 집에서 밥 먹을게 돈 너무 아까워,0
저녁에 운동이나 갈래? 오늘 하체 할려고 하는데 같이 하쉴? 아 근데 이제 1달 뒤에 회원권 끊어야 하는데 돈이 없다,0
쌤 저 오늘 늦을 거 같아요 비가 너무 많이 와서 버스 놓쳤어요 그래서 17분 기다려야 하는데 그래서 좀 늦을 거 같아요 죄송해요,0
에버랜드 밥이 그렇게 맛있다던데 와 김치찌개 맛있겠다 나는 8000원이어도 먹을 거 같은데 어때?,0
엄마 김치찌개 너무 짜 진짜 왜캐 요리를 못해 이 요리면 5000원도 안 사먹겠다 ,0
엄마 허리 많이 아프면 운동을 해 필라테스 끊어 근데 필라테스 비싸긴 하더라 50만원정도 들어갈 것 같은데,0
아빠 미국에서 사람에게 돼지 신장 장기이식 성공했대 돼지 신장 괜찮은건가 근데 너무 징그러울 것 같애 ,0
영준아 중국에서 오징어게임 표절 예능 했다가 비판받았대 ㅋㅋ 중국은 왜 이렇게 배끼는지 몰라 그러고도 안 부끄러운가?,0
미국 가고 싶다 근데 총기난사 날까봐 무섭다 그지? 근데 햄버거는 먹고 싶다 ,0
엄마 우크라전쟁 보니까 진짜 전쟁이 무섭더라 아 우리도 북한 때문에 무섭다 전쟁 나면 어떻하냐 엄마,0
아 날씨가 왜 이렇게 습하냐 진짜 학교 가는 것도 짜증난다 그래도 에어컨 틀어놓으니까 좋긴한대 그래도 가기 싫다 학교,0
슬기로운 의사생활 재밌지 않냐 나는 되게 의사로서의 삶을 보여주고 가끔 재밌는 요소도 보여주니까 재밌더라구,0
애들아 오늘 밥 먹은 거 그냥 7000원씩만 계좌로 보내줘 너희 거지라매 내가 좀 더 낼게,0
엄마 나 카드 잃어버려서 분실신고 해놨거든 엄마 카드 좀 빌려줘 잃어버리지 않게 조심할게 미안,0
너 요번 방학 때 뭐하고 지낼거야 나랑 같이 영어 학원이나 다닐래 요번에 토익이나 따자,0
아빠 나 영어학원 다닐거야 카드 좀 빌려줘 결제하게 알았어 공부 열심히 할게 ,0
야 인도는 진짜 손으로 밥을 먹더라 와 위생적으로 안 더러운가 그래도 순수과학은 엄청 투자한대 위생 상태나 좀 투자하지,0
엄마 아까 지진 떄문에 땅 흔들린 거 봤어 와 너무 무섭더라 지진 일어나면 엘리베이터는 타면 안돼 엄마,0
엄마 오늘 하늘이 참 푸르다 사진 보내준 거 봤어 그치 예쁘지,0
오늘 대전에 불난거 봤어 검은연기 보이던데 이게 불난곳이 공장주변이라던데 ,0
오늘 밥 누가 살 거야 게임해서 정할래? 카드 뽑기 어때? 콜 나중에 딴 말하기 없기다,0
엄마 나 오늘 늦어 친구들하고 축구하고 좀 술 마시고 들어가 기다리지 말고 먼저 자,0
엄마 카드 좀 빌려줘 인터넷 강의 구매하려고 하는데 엄마 카드로 해도 되지 금액은 15만원이야 공부 열심히 할게,0
엄마 나 옷 좀 사줘 이거 내가 사고 싶은 건데 이 옷좀 사줘 엄마,0
하늘아 우리 요번 말에 도쿄로 여행 갈래? 뭔가 어디로 떠나고 싶다 맛있는 음식 먹으면서 관광이나 하러 다니자 어때?,0
도서관에서 아르바이트 하는데 유아들 시끄럽게 떠들고 돌아다니고 책 어질러 놓아서 힘들다 ,0
엄마 나 도시락 싸줘 밥값이 너무 비싸고 돈 너무 많이 나가서 도시락 싸서 돈좀 아낄려고 알겠지?,0
아빠 나 회사까지 태워줘 아빠 오늘 쉰다매 내가 만원 줄테니까 하루만 기사 해줘라 응?,0
