안전사고,항공기,제주,항공철도사고조사위원회,제설작업,대한항공,항공청,위원회,한국공항공사,공정성,사고조사보고서,조사위,기여요인,검증절차,간접적,전문성,한국당,활주로,객관성,눈더미,교통부,부실조사,사고원인,제주항공청,,,,,,,,,,,,,,,,,
기관차,가능성,정차역,윤관석,책임자,승객들,서울역,문제점,코레일,이동권,가연성,만큼,낙제점,전환기,국토교통부,불연재료,시설물,사무실,전환불능,시설물들,선로전환기,정발산역,강경선,방호스위치,교통부,,,,,,,,,,,,,,,,
활주로,코레일,한국,원덕역,기관사,시험운전,송인걸,평창,경쟁력,급제동,영업이익,신호체계,고속철,추돌사고,automatic,중앙선,에스알,원덕,부채비율,,,,,,,,,,,,,,,,,,,,,,
위세아이텍,항공기,제주,관제사,제주공항,관제탑,대한항공,조종사,눈더미,대한항공,남북활주로,감독관,국토교통부,조사위,제주국제공항,,,,,,,,,,,,,,,,,,,,,,,,,,
코레일,관제탑,눈더미,제주,제주공항,항공기,한국공항공사,여객기,위원회,끼임,제설작업,제주국제공항,박완수,급제동,항공철도조사위원회,안쪽,제주지방항공청,안전불감증,국제공항,항공청,조종사,보수기지,,,,,,,,,,,,,,,,,,,
운전자,시설물,고속철도,도상훈련,내진성능,행정안전부,김사무엘,한국철도공사,서울행,공단측,경주,부산발,안전본부,소방안전본부,지역보건소,대구광역시,사상자,교통부,대구,경찰청,건축물,수성구,동대구역,동대구역간,보건소,유관기관,사망자,274개소,국방부,,,,,,,,,,,,
기관차,코레일,사망사고,유관기관,홍보물,제천,생명존중,충북본부,가능성,사업단,물류사업단,협조체계,기술단,방범대,중부권,중요성,중앙자살예방센터,경찰대,자살예방,제천경찰서,철도사고,철도특별사법경찰대,생명존중문화조성,제천시내,충북본부장,본부장,자살사고,,,,,,,,,,,,,,
기관차,기관사,시운전,코레일,탑승자,경의중앙선,순식간,추돌사고,자동방호장치,앞쪽,원덕역,평창,서울,양평군,단행기관차,탑승자들,,,,,,,,,,,,,,,,,,,,,,,,,
기관차,코레일,시운전,가능성,자동방호장치,기관사,평창,신호체계,철도안전,경의중앙선,양평군,교통부,일제점검,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기관차,경의중앙선,양평군,코레일,기관사,탑승자,작업원,순식간,자동정지장치,원덕역,탑승자들,권혁준기자,서울,교통부,가능성,졸음운전,단행기관차,,,,,,,,,,,,,,,,,,,,,,,,
한국철도공사,점검회의,관계자,경의중앙선,철도안전,시운전,코레일,맹성규,국토부,직원들,추돌사고,김사무엘,기관사,유지보수,국토교통부,교통부,강릉,교통안전공단,인천공항,한국철도공사,항공철도사고조사위원회,교통안전,원덕역,양평역,일제점검,한국철도시설공단,신호시스템,전기기관차,철도기술연구원,시험운행,위원회,철도경찰,,,,,,,,,
시운전,서울,맹성규,유재영,유승관,뉴스1뉴스,모두발언,교통부,2차관,평창,부사장,중구,서울본부,철도사고,철도,긴급,경청,발언,점검,국토,안전,직원,사고,회의,본부,고개,,,,,,,,,,,,,,,
기관차,철도공사,코레일,기관사,노동청,1차,철도시설공단,경기도,원덕,수송지원,급정차,기관차,양평군,경의중앙선,양평,청량리,사업소,차량시스템,고착화,안전조치,근본원인,,,,,,,,,,,,,,,,,,,,
기관차,기관사,경의중앙선,원덕역,시운전,관계자,도곡리,자동방호장치,서울,경기도,구조대,출입문,양평역,열차자동방호장치,평창,철도사고조사위원회,교통부,등원인,경상,신호수,,,,,,,,,,,,,,,,,,,,,
코레일,경의중앙선,신호체계,양평역,평창,국토교통부,교통부,기관사,강릉간,기관사,시운전,대원,대책수립,구조대원,사고원인,안전설비,강릉선,만큼,중앙선,정상화,이용객,평창동계올림픽,,,,,,,,,,,,,,,,,,,
연휴기간,경의중앙선,작업자,국토부,관계자,기관차,인천공항행,안전대책,철도안전,보행자,양평,발자국,졸음운전,철도시설,노사정,작업현장,쇳덩이,자동정지장치,,,,,,,,,,,,,,,,,,,,,,,
기관차,안전관리,여객선,비상근무,행안부,특별대책,산업재해,교통사고,1만,전기기관차,안전사고,철도안전,철도안전감독관,협의체,정상운행,,,,,,,,,,,,,,,,,,,,,,,,,,
기관차,시운전,경의중앙선,코레일,양평,6명,김사무엘,관계자,1명,서울,기관사,서원주역,양평읍,부상자,감독관,교통부,국토부,항공철도사고조사위원회,철도경찰,일반열차,한국철도공사,청량리,무궁화호,사고원인,양평역,원덕역,,화물열차,,,,,,,,,,,,,
코레일,기관사,경의중앙선,atp,관계자,시운전,평창,6명,원덕역,국토부,경의중앙선,5명,철도사고조사위원회,도곡리,교통부,시험운행,,,,,,,,,,,,,,,,,,,,,,,,,
행안부,기관사,기관차,atp,철도공단,시운전,관계자,중앙선,1명,전담팀,양평군,교통부,경찰관서,원덕역,,,,,,,,,,,,,,,,,,,,,,,,,,,
코레일,추석연휴,운전자,안전사고,4대,교통사고,고속버스,졸음운전,김부겸,국토부,항공기,평창,시설물,해양수산부,감독관,국토교통부,순찰차,21대,,,,,,,,,,,,,,,,,,,,,,,
교통사고,기관사,철도공단,atp,기관차,시운전,1명,중앙선,2명,사망자,관계자,김부겸,전담팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울,행안부,여객선,추석연휴,운전자,안전사고,안전관리,oecd,4대,6명,졸음운전,관계자,양평병원,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기관차,기관차,시운전,1명,기관사,양평역,감독관,국토부,부상자,자동정지,코레일,김창희,atp,양평,은평구,사망자,상반기,3명,전기기관차,,,,,,,,,,,,,,,,,,,,,,
교통사고,기관사,출근길,양평,신호체계,관계자,srt,원주,6명,50조,덕천리,영국,보행자,원덕역,경북,경의중앙선,양평역,자동정지장치,추돌사고,시운전,수서역,,,,,,,,,,,,,,,,,,,,
안전품질,사상자,보고서,철도사고,해양사고,교통사고비용,심재익,gdp,3000만,경전철,운전자,자유형식,고객만족,일본,소득손실,총생산,도로교통사고비용은미국,의료비,교통수단,국내총생산,,,,,,,,,,,,,,,,,,,,,
국토부,철도공단,상생협력,임직원,운행선,경진대회,강영일,대통령상,경영혁신,,인도네시아,,,충북,업무효율성,8000여명,청주,참관인,,,,,,,,,,,,,,,,,,,,,,,
국토부,soc,도시재생사업,7000억,도시재생,위하,수요자,싱크홀,,전문성,,교통부,간담회,,,,,,,,,,,,,,,,,,,,,,,,,,,,
작업자,작업자,교체주기,ktx,전문가,장애물,무궁화호,유리창,책임성,연결기,직접고용,스크린도어,선로작업,자회사,광운대,고장빈발부품,화물열차,국토교통부,특별관리,노량진역,이상여부,선로작업,관계부처,광운대역,노사정,,,,,,,,,,,,,,,,
항공기,운영자,철도운영자,주요부품,철도안전,핵심부품,무궁화호,tbo,철도사고,다음날,안전투자,김포,제주공항,자격증,철도시설,교체주기,김사무엘,국토부,유리창,일반열차,마스터플랜,,,,철도,,,낙뢰,,,,,,,,,,,,,
지지선,전깃줄,지지선,영광군,전남,교통부,관계자,관계자들,분께,위원회,염산면,염산면,wire,추락,조사,작업,사고,높이,국토,설치,항공,보호,지장,생명,상대,정확,확인,철도,병원,이륙,이날,경위,철제,,,,,,,,
전깃줄,전깃줄,전남,조종사,영광군,교통부,관계자,관계자들,messenger,위원회,조가선,wire,7m,7m,추락,헬기,사고,살포,높이,작업,국토,생명,항공,지장,병원,병원,확인,정확,정확,이륙,철제,경위,당국,,,,,,,,
철도안전,지지선,전남,조종사,영광군,교통부,관계자,관계자들,조가선,노량진역,염산면,재발방지책,스마트워크,추락,조사,사고,살포,높이,작업,국토,생명,지장,항공,상대,,확인,철도,,이륙,철제,경위,당국,,,,,,,,,
시행령,철도안전,간담회,국토부,교통부,국토교통부,간담회,용산,서울,무궁화호,작업자,사망사고,안전대책,안전사고,주인의식,회의실,광운대,책임의식,시설유지보수,,,,,,,,,,,,,,,,,,,,,,
인천시,작업자,철도종사자,경영진,종사자,국토교통부,국토부,안전사고,관련법,교통부,대구역,30만,주인의식,외주화,유지보수,노조대표,유리파손,주체별,책임의식,,,,,,코레일,,,사고,,,,,,,,,,,,,
인천시,철도안전법,교통안전선포식,기관사,과태료,철도노조,철도사고,국토부,종사자,생활화,태백선,견인차,남구,의견수렴,면허정지,전문가,교통부,적용방법,전문가들,전국철도노동조합,국토교통부,허용속도,근로자,근로자들,책임추궁,,개정요구,철도,,,,,,,,,,,,,
총무과장,2호,교통안전,인천,조동암,인천도시철도,유공자,생활화,산업재해,산업재해,견인차,안전제막식,30여명,15만,남동구,선포식,부시장,철도사고,교통취약지역,교통안전,임직원,인천교통공사,운행장애,,,,,,,,,,,,,,,,,,
경로당,2호,경찰청,조동암,인천,인천교통공사,인천도시철도,위원회,유공자,일반직,학교정책실,남구,안전제막식,30여명,15만,남동구,부시장,철도사고,임직원,선포식,운행장애,교통안전선포식,교통취약지역,,,,경찰청장,,,,,,,,,,,,,,
사무관,교육부,항공기,부소장,서기관,정책실,충북대,공무원,위원회,기획조정실,철도국,고위공무원,조정실,전남대,제주대,서울,박상민,도시실,배용주,정책국,,국토도시실,,,,,,,,,,,,,,,,,,,
소년단,무인항공기,아이들,무인기,고흥,쉼터,김진선,인명피해,킬로그램,사회재난체험,장흥,어린이체험,박찬형,그전,관계자,항공철도사고조사위원회,국방과학연구소,태양열,마을,사고,비행,,,,,,한국,,,화재안전,,,,,,,,,,,
전동차,119소년단,아이들,임천어린이집,김보영,부여소방서,충청남도,체험관,고층화재,사회재난체험,소화기,어린이체험,소방안전교육,소방안전교육,교통사고,안전사고,도시철도사고,소화전,안전의식,중요성,천안,교통안전,실내화재,안전교육,실생활,생활안전,한국,재난대응능력,화재안전,,,,,,,,,,,,
코레일,119소년단,8호,임천어린이집,김보영,부여소방서,충청남도,체험관,고층화재,서울지하철,소화기,현장제어콘솔,기대수명,교통사고,안전사고,도시철도사고,소화전,안전의식,중요성,천안,교통안전,실내화재,안전교육,실생활,부여,생활안전,,재난대응능력,,,,,,,,,,,,,
철도운영기관,노후화,유관기관,신호기,국토교통부,교통부,서울교통공사,2호,더불어민주당,위험요인,서울,홍보물,전단지,전자연동,국고지원,광전송설비,위원회,행정자치부,61건,,,,,,,,예방,,,,,,,,,,,,,,
본부장,충주역,철도안전,충북,충북본부,한국철도공사,안전캠페인,윤성련,안전사고,경영자들,협조체계,그동안,작업자,본부장,중요성,충주관리역,안전의식,충주,30여명,충북본부장,사업장,안전처,안전관리공단,안전점검,불안전요인,안전,국민,합동,본부,,,,,,,,,,,,
자동차,맹성규,여름철,경영자,최고경영자,간담회,안전문화,제2차관,교통부,직원들,ceo,장성,백양사역,현장작업자,안전문,우선시,철도차량,최우선,국민들,2차,철도사고,안전향상,안전제도,작업장,철도,안전,철도,사고,기관,보수,,,,,,,,,,,
대전도시철도,심야시간,드론,광주,1회,안전활동,호남선,김현섭,코레일,고속도로,안전소통,한밭대,수원시,불안전위험요인,열차운행,광주본부,철도사고,신월,안전,공사,시행,심야,작업,활동,현장,확보,,터널,운행,,시간,격려,,,,,,,,,
동해,자율주행차,철도안전관리기준,통행료,운전자,일자리,주행차,개정안,자율주행자동차,국토교통부,최소화,철도안전,사망자,김명수,운영사,중전철,,,,,,,,,,,철도,,,평가,,,,,,,,,,,
동두천시,철도사고,천곡동,교통부,영국,1억,철도위험,노후화,400억,16곳,시설물,관동,고성,김민기,사망자수,안전사고,운행장애,1건,위험요인,안전대책,대전도시철도공사,안전도,철도차량,철도안전법,선진국,위원회,,위험,안전,,기준,사고,발생,,,,,,,,
동두천시,코레일,조종사,선로변,가세마을,철도변,묵호역,발한동,동해시,숲길조성사업,vs,관계자,근로자들,부산,배상금,계도활동,보행로,생활불편,한국철도시설공단,여행자,섬구간,불감증,추암해변,,,,,,,,,,,,,,,,,,
동두천시,민간헬기,조종사,2명,소요산,등산로,부기장,경기도,교통부,숲길조성사업,경기도북부소방,관계자,근로자들,위원회,경기도북부소방재난본부,칼바위,근로자,사고,추락,정상,,,,,,,,,,,,,,,,,,,,,
소요산,소요산,조종사,2명,민간헬기,등산로,부기장,경기도,교통부,숲길조성사업,경기도북부소방,관계자,근로자들,위원회,경기도북부소방재난본부,칼바위,근로자,헬기,사고,추락,,,,,,,,,,,,,,,,,,,,,
지원단,소요산,동두천시,2명,민간헬기,등산로,부기장,경기도,교통부,등산로,경기도북부소방,소방당국,관계자,종합2보,위원회,경기도북부소방재난본부,칼바위,bell,헬기,사고,,,정상,,,,,,,,,,,,,,,,,,
코레일,조종사,전문지원단,위원회,칼바위,부기장,57살,58살,교통부,인플루엔자,숲길조성사업,1회,정기회의,동두천,헬기,사고,관내,병원,경기,추락,부상,자재,생산,해발,조사,정확,재난대응정책관,,,재난관리,,,,,,,,,,,
비행기,환류,광운대,사회재난,이한경,국민안전처,전문가,안전처,재난유형,전문기관,해양오염,근절대책,철도안전혁신위원회,전염병,철도사고,가축전염병,조류인플루엔자,수습지원단,확산방지,분기별,원자력,유해화학유출,감염병,메르스,6개,긴급회의,,전문가들,대응능력,,,,,,,,,,,,
코레일,위원회,운영자,사업장,철도사고,현장안전,위원장,실태조사,작업환경,비행장치,홍순만,인천시,인천지법,상반기,서울역,입환,자동시스템,철도안전,철도안전관리,현황분석,서울,연구개발,,,,,추락사,,,,,,,,,,,,,,
기관사,비행클럽,ktx,금고형,탑승자,조종사,피해자,유창훈,연료량,화물열차,연수구,경영방침,셔틀버스,사고방지,과실치사,국제도시,매립지,송도,부주의,철도사고조사위원회,업무상,송도국제도시,체험비행,피고인,사전교육,추락사고,,,,,,,,,,,,,,,
산림청,기관차,jr니시니혼,경쟁력,발표회,이용객,정차역,신도림역,드론,희생자,80량,문재인,열차운행시간,입석,4차,이용자,,,,,,,,,,,,,,,,,,,,,,,,,
조씨,세월호,이재민,니시니혼,아마가사키,후쿠치야마선,jr,기억아파트,오버런,강릉,관계자,동시다발적,부처별,효고,홈페이지,승무원들,안전운행,사람들,,,,,,,,,,,,,,,,,,,,,,,
산림청,강원,관계자,합동조사단,3곳,조사단,피해규모,진화헬기,삼척시,도계읍,중앙산불,후배들,관리소,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정비사,유가족,책임감,도계,전북,남원,중앙사고대책본부,교통부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조씨,정비사,익산산림항공관리소,강릉,강원,도계읍,강릉시,익산,재발화,응급상황,대원,성산면,강원,고기연,,,,,,,,,,,,,,,,,,,,,,,,,,,
산림청,전북,정비사,삼척시,도계,도계읍,조씨,관리소,동료들,병해충,강릉,남원,관리소,삼척,조종사,익산산림항공,온라인,사회관계,교통부,유가족,책임감,안전운항,사회관계망서비스,구급차,중앙사고대책본부,,,,,,,,,,,,,,,,
산림청,산림청,강원,관계자,조종사,삼척시,조병준,전북,도계읍,산불진화,익산,옥계면,잔불,동료들,직원들,유가족,책임감,도계,중앙사고대책본부,,,,,,,,,,,,,,,,,,,,,,
철도안전,정비사,유가족,삼척시,삼척,황교안,관계부처,고압선,진화헬기,삼척시,강릉시,도계읍,해지기전,,,,,,,,,,,,,,잔불,,,,,,,,,,,,,,
철도사고,삼척,도시철도,정비사,장례절차,강릉시,성산면,김용하,주불진화,내진보강,진화헬기,자연재해,대응력,바람세기,교통부,사망사건,조병준,운영중,현장사고수습본부,논의중,정리중,위원회,고압선,사고원인,일몰이전,재발화,,총력전,15대,,,,,,,,,,,,
철도안전,사망자,2조,선로변,지진감지,안전문,승강장,고속철도,시행계획,선로변,지진감지시스템,자동차,직무교육,2조,관계자,0건,일시정지,대형사고,교통부,5명,시범사업,안전설비,,,,,5명,,,,,,,,,,,,,,
철도안전,국토부,사망자,사망자,정비사,도시철도,고속철도,지진감지,관제사,서울메트,의무화,교통안전,국토교통부,스크린도어,자격제도,안전문,기관사,교통부,국토교통부,일반철도,내진보강,종사자,승강장,철도종사자,안전시설,철도안전,,안전사고,세종,,,,,,,,,,,,
사망자,국토부,스크린도어,시행계획,남영우,안전시설,방호울타리,철도기술연구원,교통안전공단,,교통부,,,5명,철도안전정책과장,무단횡단,철도공사,종합계획,대형사고,5000억,철도공단,철도안전법,,,,,,,,,,,,,,,,,,,
신호제어시스템,철도사고,첨단기술,사망자,첨단기술,중장기계획,사물인터넷,빅데이터,,빅데이터,,국토교통부,교통부,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정비사,정비사,ktx,5000여억,2조,스크린도어,철도사고,일시정지,사물인터넷,관계자,자동차,2개,한국철도시설공단,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토부,철도공단,국토부,ls산전,노후도,광명,분리발주,철도안전,설계용역,교통부,부동산부,최소화,국토교통부,대아티아,국토교통부,제로섬,ddot,재검토,수주전,교통부,계획을,a사,그다음,발주기,,,,,,,,,,,,,,,,,
코레일,자격제도,2조,정비인력,인적과실,열차사고,자격부여,합동훈련,신기술,일시정지,기관사,철도기술연구원,열차사고,관제사,종사자,신뢰성,철도,계획,마련,자격,인력,정비,신규,사고,예방,추진,,,,,,,,,,,,,,,
철도안전,선로변,노동자,철도안전,승강장,철도사고,안전시설,스크린도어,0건,종사자,장애물,경주,법제화,교통안전공단,교통약자,서울메트,교통안전,국토교통부,6103억,교통부,철도역사,사망자,도시철도내,도시철도,안전문,철도공사,,,,,,,,,,,,,,,
철도안전,외주화,사망자,정비사,정비단,관계자,자격제,허승,직무교육,승강장,양성계획,율촌역,구의역,노동자들,,,,,,,,,,,,,,,,,,,,,,,,,,,
철도안전,철도사고,국토부,국토교통부,안전문,교통부,시행계획,선로변,남영우,의무화,전라선,관제사,김사무엘,철도안전정책과장,,,,,,,,,,,,,,,,,,,,,,,,,,,
철도안전,종사자,노후차량,정비사,퇴직자,사망자,철도종사자,시행계획,안전시설,인천국제공항철도,기관사,고속철도,5명,방호울타리,고속철도,도시철도,신기술,선로변,실시간,,,,,,,,,,,,,,,,,,,,,,
철도안전,철도사고,사망자,사망자,철도시설,국토부,스크린도어,설치작업,관제사,선로변,작업자,남영우,승강장,2조,중장기계획,,,,,,,,,,,,,,,,,,,,,,,,,,
국토부,국토부,시범사업,철도시설,철도사고,2조,시행계획,김충범,도시철도,지진감지시스템,안전문,전라선,율촌역,중장기계획,중점대책,자연재해,일시정지,사회재난,교통약자,지진감지시스템,지진감지,편의성,,,,,,,,,,,,,,,,,,,
철도안전,사망자,철도안전,시행계획,지진감지,국토부,승강장,철도사고,선로변,운행장애,정비사,자격제,,집중호우,도시철도,안전문,남영우,,,,,,,,,,,,,,,,,,,,,,,,
자연재난,정비사,철도사고,퇴직자,의무화,종사자,정비인력,파급력,남영우,선로변,자격부여,지진감지시스템,집중호우,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방재교육,국토부,시군,사망자,시행계획,실시간,안전문,2조,지진감지,산사태,승강장,수난안전체험,실내화재,전라선,율촌역,고속철도,도시철도,남영우,,,,,,,,,,,,,,,,,,,,,,,
철도경찰,천안,충북재난안전대책본부,상반기,여름철,충북도,충남,강의식,사회재난,수난안전체험,고층화재,대책기간,교통사고,교통사고,160여,안전의식,도시철도사고,,,,,,,,,,,,,,,,,,,,,,,,
철도안전,여름철,치안환경,상반기,충남,천안,충북,산사태,고층화재,철도사법,강의식,경찰대,이용객,체험관,도시철도사고,설명식,재난사전예방,청주,관계자,재난,체험,교육,안전,현장,능력,,기관,,,센터,,,,,,,,,,,
윤성련,최정호,코레일,교통부,경찰관,주년,기념행사,탐지견,철도사법특별경찰대,제천,범죄예방,봄철,선로무단,공로자,시시각각,철도보안정보센터,철도경찰관들,제2차관,철도지역,철도교통,철도,창설,치안,차관,경찰,예방,철도이용객,변화,발전,안전,,,,,,,,,,,
코레일,제천역,대국민,대국민,윤성련,이용객,본부장,선로무단통행,교통량,코레일,고객들,제천,교통량,수준향상,중요성,교통사망사고,제천지구,사업소,교통사망,건널,100여,충북,철도안전캠페인,본부직원,철도사고,교통안전,안전,철도,직원,본부,본부,홍보,캠페인,,,,,,,,
철도노조,충북,대국민,이용객,철도안전캠페인,본부장,제천역,봉양읍,충북본부,선로무단통행,사업소,제천,고객들,교통사망,봄철,교통사망사고,수준향상,제천지구,중요성,홍보용품,철도사고,주포리,철도이용객들,철도안전,본부직원,철도,교통안전,직원,인근,,건널목,캠페인,일반,,,,,,,,
국토부,이용객,송경용,철도안전,제천역,건널,충북,윤성련,봉양읍,티켓판매,교통량,영국철도,한국철도공사,봄철,선로무단,교통사망사고,수준향상,제천지구,사업소,교통사망,중요성,100여,주포리,본부직원,직원들,철도사고,,본부장,,,,,,,,,,,,,
사망자,외주용역,산사태,위원장,서울,서울역사,시민단체들,철도공사,최동현,석포,국토교통부,종사자,철도사고,교통부,전국철도노동조합,영국,제각각,승무원,중구,공동기자회견,외주용,외주화,안전사회시민연대,철도사고,,,,,,,,,,,,,,,,,
사망자,해빙기,2억,봄철,영동선,피암터널,코레일,안전점검,김사무엘,열차,낙석우려,사고,운행,취약구간,흑석리,폐쇄회로,동결과,가수원,측선,경부선,자체점검,,,,,,,,,,,,,,,,,,,,
사망자,123건,운영자,2400만,138건,15건,교통부,감소세,연속,수서고속철도,감소,도시철도,관계자,비교,건수,수도,철도,대비,국토,발생,증가,거리,조사,,,,,,,,,,,,,,,,,,
사망자,안전관리,철도사고,안전문,국토교통부,율촌역,철도교통사상사고,교통부,전라선,열차사고,2억,교통부,노후차량,호남고속선,8건,안정성,400만,국토부,123건,선진국,스크린도어,,,,,,,,,,,,,,,,,,,,
철도사고,안전문,안전문,율촌역,관계자,노후시설,작업장,선진국,교통안전,전라선,국토교통부,수서고속철도,독일,수서고속철도,호남고속선,,,,,,,,,,,,,,,,,,,,,,,,,,
승강장,철도사고,안전문,국토부,운영자,안전관리,사망자수,운행거리,율촌역,김충범,열차사고,근접통행,선로무단,프랑스,영국,호남고속선,1억,,,,,,,,,,,,,,,,,,,,,,,,
운전원,사망자,이용객,운영자,안전관리,2억,작업장,교통부,국토교통부,불감증,수서고속철도,시설물,안전문,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행자부,철도종사자,자연재해,안전사고,종사자,인천시청역,이용객들,유모차,인천지하철,피부전기저항,인천교통공사,심리학자,매슬로,그동안,30m,대중교통,,,,,,,,,,,,,,,,,,,,,,,,,
해빙기,후쿠시마,공기업,발전소,원자력,자동차,일본,제어실,불감증,만큼,서울시,안전사고,의사소통,철도사고,,,,,,,,,,,,,,,,,,,,,,,,,,,
김현섭,경영평가,본부장,서울메트로,평가지표,도시철도공사,운행장애,관계자,열차지연,역량,발생,사고,서울지하철,개연성,전년도,승객구호활동,수송능력,목적지,서울교통공사,,,,,,,,,,,,,,,,,,,,,,
유형별,코레일,본부장,광주,김현섭,시설물,훈련,대응,복구,경전선,훈련,대응,철도,위기,낙석,강화,대비,비상,선로,,,,,,,고객,,,신속,,,,,,,,,,,,
안전처,해빙기,관심도,광주,코레일,협력체계,능주,유관기관,고객들,40회,월1회,다국어,낙석,복구,철도,발생,대비,본부,이용,기관,협력,유관,체계,구간,이양,,안전,사고,,강화,점검,위기,역량,비상,이날,,,,,,
충청남도,국민안전처,관심도,감염병,안전처,1회,비상사다리,광주,동부소방서,현장훈련,,,대응능력,앞면,현장훈련,,,,,,,,,,,,,,,,,,,,,,,,,,
사망자,국민안전처,키워,1회,지자체,감염병,김희겸,사회재난유형,공유해,소년단원들,서산,도시철도사고,,,,,,,,,,,,,,재난,,,능력,,,,,,,,,,,,
사망자,소년단,자동차,화생방,체험관,사용법,소화기,사람들,소년단원,선진국,안전펜스,연평균,소방안전체험,대응능력,교통사고,산사태,실생활,처치술,안전체험관,안전의식,수난사고,시간date,체험,교육,안전,,화재,대처,,발생,사고,,,,,,,,,,
교통안전,교통사고,제한속도,교통안전,국토부,보행자,oecd,항공사,운전면허,보행자,고령운전자,횡단보도,운전자,정밀운전능력검사,이면도로,,,,,,,,,,,,,,,,,,,,,,,,,,
교통안전,교통사고,교통사고,국토부,자동차,이면도로,교통안전,운전면허,5명,종사자,관제기관,운반선,최정호,운전자,,,,,,,,,,,,,,,,,,,,,,,,,,,
교통안전,안전관리,안전관리,운전자,보행자,사망자,다중이용선박,운영자,의무화,운반선,질환자,안전투자,경영자,질환자,데이터베이스,항공사,운전면허,,,,,,,,,,,,,,,,,,,,,,,,
안전관리,교통사고,안전관리,운전자,의무화,최고경영자,경영자,사망자,실시간,도시부,일정기준,적정성,운전면허,항공사,무인기,,,,,,,,,,,,,,,,,,,,,,,,,,
사망자,교통사고,교통안전,보행자,기관장,안전펜스,항공사,데이터베이스,사망자,질환자,국가교통안전기본계획,데이터베이스,실시간,횡단보도,검증체계,의무화,,,,,,,,,,,,,,,,,,,,,,,,,
사망자,운전자,항공사,보행자,사망자,교통사고,운전면허,관제기관,안전펜스,안전관리,항공사,안전펜스,연평균,행정처분,주문정,선진국,제한속도,,,,,,,,,,,,,,,,,,,,,,,,
